ADATA AD2S800B2G5-R 2 GB DDR2 800MHz
ADATA AD2U800B1G5-RHS 1 GB DDR2 800MHz
ADATA AD3S1066B2G7-R 2 GB DDR3 1066MHz
ADATA AD3S1333B2G9-R 2 GB DDR3 1333MHz
ADATA AD3U1333B2G9-DRH 4 GB DDR3 1333MHz
ADATA AD3U1333C4G9-2 8 GB DDR3 1333MHz
ADATA AD3U1600W8G11-R 8 GB DDR3 1600MHz
ADATA AD4S213338G15-2 16 GB DDR4 2133MHz
ADATA AD4S2400316G17-2 32 GB DDR4 2400MHz
ADATA AD4S2400316G17-R 16 GB DDR4 2400MHz
ADATA AD4S240038G17-2 16 GB DDR4 2400MHz
ADATA AD4S240038G17-R 8 GB DDR4 2400MHz
ADATA AD4S2666316G19-D 32 GB DDR4 2666MHz
ADATA AD4S266638G19-R 8 GB DDR4 2666MHz
ADATA AD4U2400W4G17-S 4 GB DDR4 2400MHz
ADATA AD4U266638G19-S 8 GB DDR4 2666MHz
ADATA ADDS1600W4G11-S 4 GB DDR3 1600MHz
ADATA AX4U2400316G16-DRG 32 GB DDR4 2400MHz
ADATA AX4U2400W4G16-DRG 8 GB DDR4 2400MHz
ADATA AX4U2666W4G16-DRG 8 GB DDR4 2666MHz
ADATA AX4U3000316G16-DRG 32 GB DDR4 3000MHz
ADATA AX4U3000W4G16-DGZ 8 GB DDR4 3000MHz
ADATA AX4U3000W4G16-QGZ 16 GB DDR4 3000MHz
ADATA AX4U3000W8G16-DGZ 16 GB DDR4 3000MHz
ADATA AX4U3000W8G16-QGZ 32 GB DDR4 3000MHz
ADATA AX4U3200W4G16-DGZ 8 GB DDR4 3200MHz
ADATA AX4U3200W4G16-QGZ 16 GB DDR4 3200MHz
ADATA AX4U3300W4G16-DGZ 8 GB DDR4 3300MHz
ADATA AX4U3300W4G16-QGZ 16 GB DDR4 3300MHz
ADATA AX4U3333W4G16-DGZ 8 GB DDR4 3333MHz
ADATA AX4U3333W4G16-QGZ 16 GB DDR4 3333MHz
ADATA Flame 4 GB DDR4 2400MHz
ADATA Gaming Series 1 GB DDR3 1600MHz
ADATA Gaming Series 2 GB DDR3 1600MHz
ADATA Gaming Series 4 GB DDR3 1333MHz
ADATA Gaming Series 4 GB DDR3 1600MHz
ADATA Gaming Series 6 GB DDR3 1600MHz
ADATA Plus Series 4 GB DDR3 1600MHz
ADATA Plus Series 6 GB DDR3 1600MHz
ADATA Premier 16 GB DDR4 2666MHz
ADATA Premier 8 GB DDR4 2400MHz
ADATA Premier 8 GB DDR4 2133MHz
ADATA Premier Series 16 GB DDR3 1600MHz
ADATA Premier Series 16 GB DDR3 1600MHz
ADATA Premier Series 16 GB DDR3 1333MHz
ADATA Premier Series 16 GB DDR3 1600MHz
ADATA Premier Series 4 GB DDR3 1333MHz
ADATA Premier Series 4 GB DDR3 1333MHz
ADATA Premier Series 4 GB DDR2 800MHz
ADATA Premier Series 8 GB DDR3 1600MHz
ADATA Premier Series 8 GB DDR3 1333MHz
ADATA Premier Series 8 GB DDR3 1333MHz
ADATA Supreme Series 2 GB DDR2 800MHz
ADATA Supreme Series 4 GB DDR3 1333MHz
ADATA Supreme Series 8 GB DDR3 1333MHz
OCZ Platinum 6 GB DDR3 1600MHz
OCZ Platinum 6 GB DDR3 1600MHz
OCZ Platinum 6 GB DDR3 1333MHz
OCZ Platinum Revision 2 2 GB DDR2 800MHz
OCZ Platinum XTE 4 GB DDR3 1600MHz
OCZ Platinum XTE 4 GB DDR3 2000MHz
OCZ Platinum XTE 4 GB DDR3 2000MHz
OCZ Platinum XTE 4 GB DDR3 2133MHz
OCZ Platinum XTE 4 GB DDR3 1600MHz
OCZ Platinum XTE 6 GB DDR3 1600MHz
OCZ Platinum XTE 6 GB DDR3 1600MHz
OCZ Reaper 4 GB DDR3 2000MHz
OCZ Reaper 6 GB DDR3 1600MHz
OCZ Reaper Edition 12 GB DDR3 1333MHz
OCZ Reaper Edition 8 GB DDR3 1333MHz
OCZ Reaper HPC 16 GB DDR3 1333MHz
OCZ Reaper HPC 24 GB DDR3 1333MHz
OCZ Reaper HPC 4 GB DDR3 2133MHz
OCZ Reaper HPC 4 GB DDR3 1600MHz
OCZ Reaper HPC 4 GB DDR2 1066MHz
OCZ Reaper HPC R2 12 GB DDR3 1600MHz
OCZ Reaper HPC R2 6 GB DDR3 1600MHz
OCZ Reaper X 4 GB DDR3 1600MHz
OCZ Reaper X 8 GB DDR3 1333MHz
OCZ Signature 4 GB DDR3 1600MHz
OCZ Signature 4 GB DDR3 1600MHz
OCZ Signature 4 GB DDR3 1333MHz
OCZ Special Ops Edition 4 GB DDR3 1600MHz
OCZ Titanium XTC 4 GB DDR2 800MHz
OCZ Value Series 1 GB DDR2 667MHz
OLOy MD4MU081G82417D 16 GB DDR4 2400MHz
OLOy MD4MU081G82417NI 8 GB DDR4 2400MHz
OLOy MD4MU081G82619D 16 GB DDR4 2666MHz
OLOy MD4MU081G83014D 16 GB DDR4 3000MHz
OLOy MD4MU081G83015D 16 GB DDR4 3000MHz
OLOy MD4MU081G83016D 16 GB DDR4 3000MHz
OLOy MD4MU081G83016DI 16 GB DDR4 3000MHz
OLOy MD4MU081G83016NI 8 GB DDR4 3000MHz
OLOy MD4U042417BBSA 4 GB DDR4 2400MHz
OLOy MD4U042417IBDA 8 GB DDR4 2400MHz
OLOy MD4U042417IBSA 4 GB DDR4 2400MHz
OLOy MD4U082417BBDA 16 GB DDR4 2400MHz
OLOy MD4U082417BBSA 8 GB DDR4 2400MHz
OLOy MD4U082417BBST 8 GB DDR4 2400MHz
OLOy MD4U082417IBDA 16 GB DDR4 2400MHz
OLOy MD4U082417IBSA 8 GB DDR4 2400MHz
OLOy MD4U082417IFDA 16 GB DDR4 2400MHz
OLOy MD4U082616BFDA 16 GB DDR4 2666MHz
OLOy MD4U082616BGDA 16 GB DDR4 2666MHz
OLOy MD4U082616BHDA 16 GB DDR4 2666MHz
OLOy MD4U082616BJDA 16 GB DDR4 2666MHz
OLOy MD4U082619BBDA 16 GB DDR4 2666MHz
OLOy MD4U082619BBSA 8 GB DDR4 2666MHz
OLOy MD4U083015BADA 16 GB DDR4 3000MHz
OLOy MD4U083015BASA 8 GB DDR4 3000MHz
OLOy MD4U083016BADA 16 GB DDR4 3000MHz
OLOy MD4U083016BBSA 8 GB DDR4 3000MHz
OLOy MD4U083016BFDA 16 GB DDR4 3000MHz
OLOy MD4U083016BGDA 16 GB DDR4 3000MHz
OLOy MD4U083016BHDA 16 GB DDR4 3000MHz
OLOy MD4U083016BJDA 16 GB DDR4 3000MHz
OLOy MD4U083016IADA 16 GB DDR4 3000MHz
OLOy MD4U083216BADA 16 GB DDR4 3200MHz
OLOy MD4U083216BASA 8 GB DDR4 3200MHz
OLOy MD4U083216BGDA 16 GB DDR4 3200MHz
OLOy MD4U083216BHDA 16 GB DDR4 3200MHz
OLOy MD4U083216BJDA 16 GB DDR4 3200MHz
OLOy MD4U0836180BHKDA 16 GB DDR4 3600MHz
OLOy MD4U0836180BHRDA 16 GB DDR4 3600MHz
OLOy MD4U083618BFDA 16 GB DDR4 3600MHz
OLOy MD4U083618IADA 16 GB DDR4 3600MHz
OLOy MD4U083618IASA 8 GB DDR4 3600MHz
OLOy MD4U162417BFDA 32 GB DDR4 2400MHz
OLOy MD4U162417BGDA 32 GB DDR4 2400MHz
OLOy MD4U162616DJDA 32 GB DDR4 2666MHz
OLOy MD4U162619BBDA 32 GB DDR4 2666MHz
OLOy MD4U162619BBSA 16 GB DDR4 2666MHz
OLOy MD4U162619BGDA 32 GB DDR4 2666MHz
OLOy MD4U162619BHDA 32 GB DDR4 2666MHz
OLOy MD4U162619BJDA 32 GB DDR4 2666MHz
OLOy MD4U163016BADA 32 GB DDR4 3000MHz
OLOy MD4U163016BASA 16 GB DDR4 3000MHz
OLOy MD4U163016BBSA 16 GB DDR4 3000MHz
OLOy MD4U163016CFDA 32 GB DDR4 3000MHz
OLOy MD4U163016CGDA 32 GB DDR4 3000MHz
OLOy MD4U163016CHSA 16 GB DDR4 3000MHz
OLOy MD4U163016CJQA 64 GB DDR4 3000MHz
OLOy MD4U163016CJSA 16 GB DDR4 3000MHz
OLOy MD4U163216CFDA 32 GB DDR4 3200MHz
OLOy MD4U163216CGDA 32 GB DDR4 3200MHz
OLOy MD4U163216CGSA 16 GB DDR4 3200MHz
OLOy MD4U163216CJQA 64 GB DDR4 3200MHz
OLOy MD4U1636181CHKDA 32 GB DDR4 3600MHz
OLOy MD4U1636181CHKSA 16 GB DDR4 3600MHz
OLOy MD4U1636181CHRDA 32 GB DDR4 3600MHz
OLOy MD4U1640190DJ0DA 32 GB DDR4 4000MHz
OLOy MD4U322616DJDA 64 GB DDR4 2666MHz
OLOy MD4U3230161DHMQA 128 GB DDR4 3000MHz
OLOy MD4U323016DJDA 64 GB DDR4 3000MHz
OLOy MD4U323216DJDA 64 GB DDR4 3200MHz
OLOy ND4U1632161DH0DA 32 GB DDR4 3200MHz
OLOy ND4U1632161DJ0DA 32 GB DDR4 3200MHz
OLOy OWL 16 GB DDR4 3200MHz
OLOy OWL 16 GB DDR4 3000MHz
OLOy OWL 16 GB DDR4 3600MHz
OLOy OWL 32 GB DDR4 3200MHz
OLOy OWL 32 GB DDR4 3000MHz
OLOy OWL 32 GB DDR4 3600MHz
OLOy WarHawk RGB 128 GB DDR4 3200MHz
OLOy WarHawk RGB 16 GB DDR4 3600MHz
OLOy WarHawk RGB 16 GB DDR4 3200MHz
OLOy WarHawk RGB 16 GB DDR4 3000MHz
OLOy WarHawk RGB 16 GB DDR4 3000MHz
OLOy WarHawk RGB 16 GB DDR4 3600MHz
OLOy WarHawk RGB 16 GB DDR4 3600MHz
OLOy WarHawk RGB 16 GB DDR4 3200MHz
OLOy WarHawk RGB 16 GB DDR4 3200MHz
OLOy WarHawk RGB 16 GB DDR4 3200MHz
OLOy WarHawk RGB 16 GB DDR4 3000MHz
OLOy WarHawk RGB 16 GB DDR4 3000MHz
OLOy WarHawk RGB 16 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3200MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 3200MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3200MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3200MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 32 GB DDR4 3200MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 3000MHz
OLOy WarHawk RGB 32 GB DDR4 4000MHz
OLOy WarHawk RGB 32 GB DDR4 3600MHz
OLOy WarHawk RGB 64 GB DDR4 3200MHz
OLOy WarHawk RGB 64 GB DDR4 3000MHz
OLOy WarHawk RGB 64 GB DDR4 3600MHz
OLOy WarHawk RGB 64 GB DDR4 3600MHz
OLOy WarHawk RGB 64 GB DDR4 3200MHz
OLOy WarHawk RGB 64 GB DDR4 3000MHz
OLOy WarHawk RGB 64 GB DDR4 3200MHz
OLOy Warhawk RGB 64 GB DDR4 3200MHz
PNY Anarchy 16 GB DDR3 1866MHz
PNY Anarchy 16 GB DDR4 2400MHz
PNY Anarchy 16 GB DDR3 1600MHz
PNY Anarchy 16 GB DDR4 2133MHz
PNY Anarchy 16 GB DDR3 2133MHz
PNY Anarchy 16 GB DDR3 2133MHz
PNY Anarchy 16 GB DDR3 1866MHz
PNY Anarchy 16 GB DDR4 2133MHz
PNY Anarchy 16 GB DDR4 2133MHz
PNY Anarchy 16 GB DDR4 2133MHz
PNY Anarchy 16 GB DDR4 2400MHz
PNY Anarchy 16 GB DDR3 1866MHz
PNY Anarchy 16 GB DDR3 2133MHz
PNY Anarchy 16 GB DDR3 2133MHz
PNY Anarchy 16 GB DDR3 2400MHz
PNY Anarchy 16 GB DDR4 2400MHz
PNY Anarchy 16 GB DDR4 2400MHz
PNY Anarchy 16 GB DDR3 1866MHz
PNY Anarchy 16 GB DDR3 1600MHz
PNY Anarchy 32 GB DDR3 2133MHz
PNY Anarchy 32 GB DDR3 2133MHz
PNY Anarchy 4 GB DDR4 2133MHz
PNY Anarchy 4 GB DDR4 2400MHz
PNY Anarchy 4 GB DDR3 1600MHz
PNY Anarchy 4 GB DDR4 2133MHz
PNY Anarchy 4 GB DDR3 1866MHz
PNY Anarchy 4 GB DDR4 2400MHz
PNY Anarchy 4 GB DDR3 1866MHz
PNY Anarchy 4 GB DDR3 1600MHz
PNY Anarchy 8 GB DDR3 1600MHz
PNY Anarchy 8 GB DDR4 2400MHz
PNY Anarchy 8 GB DDR3 2133MHz
PNY Anarchy 8 GB DDR3 1600MHz
PNY Anarchy 8 GB DDR3 1866MHz
PNY Anarchy 8 GB DDR3 1600MHz
PNY Anarchy 8 GB DDR4 2133MHz
PNY Anarchy 8 GB DDR3 2400MHz
PNY Anarchy 8 GB DDR4 2133MHz
PNY Anarchy 8 GB DDR3 2800MHz
PNY Anarchy 8 GB DDR3 2133MHz
PNY Anarchy 8 GB DDR3 1866MHz
PNY Anarchy 8 GB DDR4 2400MHz
PNY Anarchy 8 GB DDR4 2133MHz
PNY Anarchy 8 GB DDR4 2400MHz
PNY Anarchy 8 GB DDR4 2133MHz
PNY Anarchy 8 GB DDR4 2400MHz
PNY Anarchy 8 GB DDR3 1866MHz
PNY Anarchy 8 GB DDR3 2933MHz
PNY Anarchy 8 GB DDR3 1600MHz
PNY Anarchy 8 GB DDR3 1866MHz
PNY Anarchy X 16 GB DDR3 2666MHz
PNY Anarchy X 16 GB DDR3 2800MHz
PNY Anarchy X 16 GB DDR3 2400MHz
PNY Anarchy X 16 GB DDR3 2666MHz
PNY Anarchy X 16 GB DDR3 2933MHz
PNY Anarchy X 16 GB DDR3 2400MHz
PNY Anarchy X 16 GB DDR4 2666MHz
PNY Anarchy X 16 GB DDR4 2666MHz
PNY Anarchy X 16 GB DDR3 2400MHz
PNY Anarchy X 16 GB DDR3 2666MHz
PNY Anarchy X 16 GB DDR3 2666MHz
PNY Anarchy X 16 GB DDR3 2800MHz
PNY Anarchy X 16 GB DDR4 2800MHz
PNY Anarchy X 16 GB DDR4 2800MHz
PNY Anarchy X 16 GB DDR3 2933MHz
PNY Anarchy X 32 GB DDR3 2400MHz
PNY Anarchy X 32 GB DDR3 2400MHz
PNY Anarchy X 8 GB DDR3 2933MHz
PNY Anarchy X 8 GB DDR3 2800MHz
PNY Anarchy X 8 GB DDR3 2400MHz
PNY Anarchy-X 16 GB DDR4 3200MHz
PNY MD16384K4D3-1600-X9 16 GB DDR3 1600MHz
PNY MD16384K4D3-1866-X9 16 GB DDR3 1866MHz
PNY MD16384K4D3-2133-X10 16 GB DDR3 2133MHz
PNY MD16384KD3-1600-NHS-V2 16 GB DDR3 1600MHz
PNY MD16384KD3-1866-X9 16 GB DDR3 1866MHz
PNY MD16384KD3-2133-X11 16 GB DDR3 2133MHz
PNY MD32768K4D3-1600-X9 32 GB DDR3 1600MHz
PNY MD32768K4D3-1866-X9 32 GB DDR3 1866MHz
PNY MD4096SD3-1600-X9 4 GB DDR3 1600MHz
PNY MD8192KD3-1866-X9 8 GB DDR3 1866MHz
PNY MD8192KD3-2133-X10 8 GB DDR3 2133MHz
PNY MD8192SD3-1866-X9 8 GB DDR3 1866MHz
PNY MN16384KD3-1600 16 GB DDR3 1600MHz
PNY MN16384KD3-1600-LV 16 GB DDR3 1600MHz
PNY MN16384KD3-1600-X9 16 GB DDR3 1600MHz
PNY MN4096SD3-1333 4 GB DDR3 1333MHz
PNY MN4096SD3-1600-LV 4 GB DDR3 1600MHz
PNY MN8192KD3-1333 8 GB DDR3 1333MHz
PNY MN8192KD3-1600-LV 8 GB DDR3 1600MHz
PNY MN8192SD3-1600 8 GB DDR3 1600MHz
PNY MN8192SD3-1600-LV 8 GB DDR3 1600MHz
PNY MN8192SD3-1600-X9 8 GB DDR3 1600MHz
PNY NHS 16 GB DDR3 1600MHz
PNY NHS 4 GB DDR3 1600MHz
PNY NHS 8 GB DDR3 1600MHz
PNY NHS 8 GB DDR3 1600MHz
PNY Optima 4 GB DDR3 1333MHz
PNY Optima 4 GB DDR3 1066MHz
PNY Optima 8 GB DDR3 1066MHz
PNY Optima 8 GB DDR3 1333MHz
PNY Performance 16 GB DDR4 2666MHz
PNY Performance 4 GB DDR4 2666MHz
PNY Performance 8 GB DDR4 2666MHz
PNY XLR8 16 GB DDR3 2133MHz
PNY XLR8 16 GB DDR3 1600MHz
PNY XLR8 32 GB DDR4 3200MHz
PNY XLR8 4 GB DDR2 1066MHz
PNY XLR8 4 GB DDR3 1600MHz
PNY XLR8 6 GB DDR3 1600MHz
PNY XLR8 8 GB DDR3 1600MHz
PNY XLR8 8 GB DDR3 1600MHz
Panram Falcon 16 GB DDR3 2133MHz
Panram Falcon 16 GB DDR3 1866MHz
Panram Falcon 16 GB DDR3 1600MHz
Panram Falcon 4 GB DDR3 1600MHz
Panram Falcon 8 GB DDR3 1866MHz
Panram Falcon 8 GB DDR3 1600MHz
Panram Falcon 8 GB DDR3 1600MHz
Panram Falcon 8 GB DDR3 1866MHz
Panram Hercules 16 GB DDR3 1866MHz
Panram Hercules 8 GB DDR3 2133MHz
Panram Hercules 8 GB DDR3 1600MHz
Panram Hercules 8 GB DDR3 1866MHz
Panram Ninja Series 16 GB DDR3 1866MHz
Panram Ninja Series 16 GB DDR3 1600MHz
Panram Ninja Series 16 GB DDR3 1600MHz
Panram Ninja Series 16 GB DDR3 1600MHz
Panram Ninja Series 16 GB DDR3 1600MHz
Panram Ninja Series 16 GB DDR3 1866MHz
Panram Ninja Series 4 GB DDR3 1600MHz
Panram Ninja Series 4 GB DDR3 1600MHz
Panram Ninja Series 4 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1866MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1600MHz
Panram Ninja Series 8 GB DDR3 1866MHz
Panram Ninja-V 16 GB DDR4 3200MHz
Panram Ninja-V 16 GB DDR4 2133MHz
Panram Ninja-V 16 GB DDR4 3600MHz
Panram Ninja-V 16 GB DDR4 3000MHz
Panram Ninja-V 16 GB DDR4 2400MHz
Panram Ninja-V 16 GB DDR4 2400MHz
Panram Ninja-V 16 GB DDR4 3466MHz
Panram Ninja-V 16 GB DDR4 2400MHz
Panram Ninja-V 16 GB DDR4 2666MHz
Panram Ninja-V 16 GB DDR4 2400MHz
Panram Ninja-V 16 GB DDR4 3000MHz
Panram Ninja-V 16 GB DDR4 3000MHz
Panram Ninja-V 16 GB DDR4 3200MHz
Panram Ninja-V 16 GB DDR4 3000MHz
Panram Ninja-V 16 GB DDR4 2133MHz
Panram Ninja-V 16 GB DDR4 3000MHz
Panram Ninja-V 16 GB DDR4 2400MHz
Panram Ninja-V 32 GB DDR4 2400MHz
Panram Ninja-V 32 GB DDR4 2133MHz
Panram Ninja-V 4 GB DDR4 2400MHz
Panram Ninja-V 4 GB DDR4 2400MHz
Panram Ninja-V 8 GB DDR4 2133MHz
Panram Ninja-V 8 GB DDR4 3000MHz
Panram Ninja-V 8 GB DDR4 2400MHz
Panram Ninja-V 8 GB DDR4 3000MHz
Panram Ninja-V 8 GB DDR4 3866MHz
Panram Ninja-V 8 GB DDR4 2400MHz
Panram Ninja-V 8 GB DDR4 2666MHz
Panram Ninja-V 8 GB DDR4 3866MHz
Panram Ninja-V 8 GB DDR4 3466MHz
Panram Ninja-V 8 GB DDR4 3600MHz
Panram Ninja-V 8 GB DDR4 2400MHz
Panram Ninja-V 8 GB DDR4 3000MHz
Panram PSD31333C92G2VS 4 GB DDR3 1333MHz
Panram PSD31333C94G2VS 8 GB DDR3 1333MHz
Panram PSD31600C114G2VS 8 GB DDR3 1600MHz
Panram PSD31600C114GVS 4 GB DDR3 1600MHz
Panram PSD31600C118GVS 8 GB DDR3 1600MHz
Panram PSD3L1600C114G2VS 8 GB DDR3 1600MHz
Panram PSD3L1600C114GVS 4 GB DDR3 1600MHz
Panram PSD3L1600C118G2VS 16 GB DDR3 1600MHz
Panram PSD3L1600C118GVS 8 GB DDR3 1600MHz
Panram Value 8 GB DDR4 3000MHz
Pareema MD313C80809L1 2 GB DDR3 1333MHz
Pareema MD313C80809L2 4 GB DDR3 1333MHz
Pareema MD313C80809S1 2 GB DDR3 1333MHz
Pareema MD313C81609L1 4 GB DDR3 1333MHz
Pareema MD313C81609L2 8 GB DDR3 1333MHz
Pareema MD313C81609S1 4 GB DDR3 1333MHz
Pareema MD313C81609S2 8 GB DDR3 1333MHz
Pareema MD313D81609L1 8 GB DDR3 1333MHz
Pareema MD313D81609L2 16 GB DDR3 1333MHz
Pareema MD313D81609S1 8 GB DDR3 1333MHz
Pareema MD313D81609S2 16 GB DDR3 1333MHz
Pareema MD316C81609L1 4 GB DDR3 1600MHz
Pareema MD316C81609L2 8 GB DDR3 1600MHz
Pareema MD316C81611L1 4 GB DDR3 1600MHz
Pareema MD316C81611L2 8 GB DDR3 1600MHz
Pareema MD316C81611S1 4 GB DDR3 1600MHz
Pareema MD316C81611S2 8 GB DDR3 1600MHz
Pareema MD316D81610L1 8 GB DDR3 1600MHz
Pareema MD316D81610L2 16 GB DDR3 1600MHz
Pareema MD316D81610S1 8 GB DDR3 1600MHz
Pareema MD316D81610S2 16 GB DDR3 1600MHz
Pareema MD316D81611L1 8 GB DDR3 1600MHz
Pareema MD316D81611L2 16 GB DDR3 1600MHz
Pareema MD316D81611S1 8 GB DDR3 1600MHz
Pareema MD316D81611S2 16 GB DDR3 1600MHz
Patriot Extreme Performance 16 GB DDR4 2133MHz
Patriot Extreme Performance 16 GB DDR3 1600MHz
Patriot Extreme Performance 16 GB DDR4 2400MHz
Patriot Extreme Performance 2 GB DDR2 800MHz
Patriot Extreme Performance 32 GB DDR4 2133MHz
Patriot Extreme Performance 4 GB DDR2 800MHz
Patriot Extreme Performance 4 GB DDR2 800MHz
Patriot Extreme Performance 8 GB DDR4 2400MHz
Patriot Extreme Performance Gaming 6 GB DDR3 1333MHz
Patriot G Series Sector 5 8 GB DDR3 1600MHz
Patriot G Series Sector 5 Edition 4 GB DDR3 2000MHz
Patriot G Series Sector 5 Edition 8 GB DDR3 1333MHz
Patriot G Series Sector 5 Edition 8 GB DDR3 1333MHz
Patriot G2 Series 16 GB DDR3 1600MHz
Patriot G2 Series 8 GB DDR3 1600MHz
Patriot G2 Series Division 2 Edition 16 GB DDR3 1600MHz
Patriot G2 Series Division 4 16 GB DDR3 1333MHz
Patriot G2 Series Division 4 32 GB DDR3 1333MHz
Patriot Gamer 2 Series 16 GB DDR3 1333MHz
Patriot Gamer 2 Series 4 GB DDR3 1600MHz
Patriot Gamer 2 Series 4 GB DDR3 1333MHz
Patriot Gamer 2 Series 4 GB DDR3 1600MHz
Patriot Gamer 2 Series 4 GB DDR3 1600MHz
Patriot Gamer 2 Series 4 GB DDR3 1333MHz
Patriot Gamer 2 Series 4 GB DDR3 1333MHz
Patriot Gamer 2 Series 4 GB DDR3 1600MHz
Patriot Gamer 2 Series 4 GB DDR3 1333MHz
Patriot Gamer 2 Series 8 GB DDR3 1600MHz
Patriot Gamer 2 Series 8 GB DDR3 1333MHz
Patriot Gamer 2 Series 8 GB DDR3 1600MHz
Patriot Gamer 2 Series 8 GB DDR3 1333MHz
Patriot Gamer 2 Series 8 GB DDR3 1600MHz
Patriot Gamer 2 Series 8 GB DDR3 1333MHz
Patriot Gamer 2 Series 8 GB DDR3 1333MHz
Patriot Gamer 2 Series Division 2 Editi 16 GB n/aMHz
Patriot Gamer 2 Series Division 2 Editi 32 GB n/aMHz
Patriot Gamer 2 Series Division 4 Editi 16 GB n/aMHz
Patriot Gamer 2 Series Division 4 Editi 8 GB n/aMHz
Patriot Gamer 2 Division 4 Edition 32 GB n/aMHz
Patriot Gamer Series 12 GB DDR3 1600MHz
Patriot Gamer Series 24 GB DDR3 1600MHz
Patriot Gamer Series 4 GB DDR3 1600MHz
Patriot Gamer Series 6 GB DDR3 1600MHz
Patriot Intel Extreme Master Limited Ed 16 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 16 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 16 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 16 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 16 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 32 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 32 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 8 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 8 GB n/aMHz
Patriot Intel Extreme Master Limited Ed 8 GB n/aMHz
Patriot Mac Series 16 GB DDR3 1333MHz
Patriot Mac Series 8 GB DDR3 1333MHz
Patriot PS34G16ER-B 4 GB DDR3 1600MHz
Patriot PSD21G8002 1 GB DDR2 800MHz
Patriot PSD22G6672 2 GB DDR2 667MHz
Patriot PSD22G6672S 2 GB DDR2 667MHz
Patriot PSD22G8002S 2 GB DDR2 800MHz
Patriot PSD24G667SK 4 GB DDR2 667MHz
Patriot PSD32G13332 2 GB DDR3 1333MHz
Patriot PSD34G1066SK 4 GB DDR3 1066MHz
Patriot PSD34G1333K 4 GB DDR3 1333MHz
Patriot PSD34G16002H 4 GB DDR3 1600MHz
Patriot PSD34G160081 4 GB DDR3 1600MHz
Patriot PSD34G1600L82S 4 GB DDR3 1600MHz
Patriot PSD38G1333SK 8 GB DDR3 1333MHz
Patriot PSD416G2133K 16 GB DDR4 2133MHz
Patriot PSD44G213381 4 GB DDR4 2133MHz
Patriot PSD48G2133K 8 GB DDR4 2133MHz
Patriot PSD48G2400K 8 GB DDR4 2400MHz
Patriot PV316G240C0K 16 GB DDR3 2400MHz
Patriot PV316G240C0KBL 16 GB DDR3 2400MHz
Patriot PV316G240C0KRD 16 GB DDR3 2400MHz
Patriot PV38G186C0KGN 8 GB DDR3 1866MHz
Patriot PX34G1333C9 Bundle 8 GB DDR3 1333MHz
Patriot PX38G1600C11 8 GB DDR3 1600MHz
Patriot PX416G266C5QK 16 GB DDR4 2666MHz
Patriot PX416G280C6QK 16 GB DDR4 2800MHz
Patriot PX432G266C5QK 32 GB DDR4 2666MHz
Patriot PX432G280C6QK 32 GB DDR4 2800MHz
Patriot PXD38G1600C10K 8 GB DDR3 1600MHz
Patriot Sector 5 4 GB DDR3 1600MHz
Patriot Sector 5 4 GB DDR3 1333MHz
Patriot Signature 1 GB DDR2 667MHz
Patriot Signature 1 GB DDR2 800MHz
Patriot Signature 1 GB DDR3 1333MHz
Patriot Signature 16 GB DDR3 1333MHz
Patriot Signature 16 GB DDR3 1600MHz
Patriot Signature 16 GB DDR3 1600MHz
Patriot Signature 2 GB DDR3 1600MHz
Patriot Signature 2 GB DDR3 1600MHz
Patriot Signature 2 GB DDR3 1333MHz
Patriot Signature 2 GB DDR2 800MHz
Patriot Signature 2 GB DDR3 1333MHz
Patriot Signature 2 GB DDR3 1333MHz
Patriot Signature 4 GB DDR3 1066MHz
Patriot Signature 4 GB DDR3 1600MHz
Patriot Signature 4 GB DDR3 1600MHz
